name,calories,protein,carbs,fat,sugar,benefits,cons,advice
vegetable fruit juice,9,0.071,2.2,0.017,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
cocoa powder unsweetened,12,1.1,3.1,0.7,0.087,Contains nutrition,Depends on quantity,Maintain balanced diet
coconut milk,35,0.3,0.8,3.6,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
cocoa powder,28,0.5,5.9,0.3,4.6,Contains nutrition,Depends on quantity,Maintain balanced diet
rice drink,113,0.7,22.0,2.3,12.7,Contains nutrition,Depends on quantity,Maintain balanced diet
coconut water,46,1.7,8.9,0.5,6.3,Contains nutrition,Depends on quantity,Maintain balanced diet
caramel med iced coffee dunkin donuts,268,0.0,0.0,9.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant coffee with water decaffeinated,4,0.2,0.8,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant coffee powder,353,12.2,75.4,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant coffee powder decaffeinated,6,0.2,1.4,0.069,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant cappuccino powder,53,0.4,11.2,0.7,9.0,Contains nutrition,Depends on quantity,Maintain balanced diet
coffee decaffeinated,0,0.2,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
espresso decaffeinated,3,0.065,0.5,0.011,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant coffee with water,4,0.2,0.6,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
coffee,2,0.3,0.0,0.069,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
espresso,3,0.021,0.5,0.086,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
whey protein powder vanilla eas,108,0.0,0.0,1.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
energy drink sugar free red bull,13,0.6,1.8,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
powerade coca cola,9,0.0,2.3,0.009,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
amp energy pepsi,110,0.6,29.0,0.2,29.0,Contains nutrition,Depends on quantity,Maintain balanced diet
gatorade g2 pepsi,2,0.069,0.6,0.052,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
amp energy sugar free pepsi,5,0.0,2.5,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
energy drink red bull,111,1.2,26.4,0.0,26.4,Contains nutrition,Depends on quantity,Maintain balanced diet
powerade zero ion4 coca cola,0,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
full throttle coca cola,110,0.6,29.0,0.2,29.0,Contains nutrition,Depends on quantity,Maintain balanced diet
passion fruit juice purple,148,1.7,35.7,0.4,35.2,Contains nutrition,Depends on quantity,Maintain balanced diet
pomegranate juice,134,0.4,32.7,0.7,31.5,Contains nutrition,Depends on quantity,Maintain balanced diet
cranberry apricot juice,157,0.5,39.7,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pineapple juice,133,0.9,32.2,0.3,25.0,Contains nutrition,Depends on quantity,Maintain balanced diet
passion fruit juice yellow,126,1.0,33.6,0.1,33.1,Contains nutrition,Depends on quantity,Maintain balanced diet
orange apricot juice,128,0.8,31.8,0.3,30.2,Contains nutrition,Depends on quantity,Maintain balanced diet
tangerine juice,106,1.2,24.9,0.5,24.5,Contains nutrition,Depends on quantity,Maintain balanced diet
orange juice,90,1.4,20.8,0.4,16.8,Contains nutrition,Depends on quantity,Maintain balanced diet
grapefruit juice,96,1.2,22.7,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pineapple grapefruit juice,118,0.5,29.0,0.3,28.8,Contains nutrition,Depends on quantity,Maintain balanced diet
tamarind nectar,143,0.2,37.0,0.3,31.9,Contains nutrition,Depends on quantity,Maintain balanced diet
apple juice,114,0.2,28.0,0.3,23.9,Contains nutrition,Depends on quantity,Maintain balanced diet
limeade,128,0.0,34.1,0.0,32.8,Contains nutrition,Depends on quantity,Maintain balanced diet
guava nectar,158,0.2,40.8,0.2,32.5,Contains nutrition,Depends on quantity,Maintain balanced diet
orange grapefruit juice,106,1.5,25.4,0.2,25.1,Contains nutrition,Depends on quantity,Maintain balanced diet
orange juice sainsburys,14,0.0,0.0,0.088,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cranberry apple juice,154,0.0,38.8,0.3,35.5,Contains nutrition,Depends on quantity,Maintain balanced diet
pineapple orange juice,125,3.3,29.5,0.0,29.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pear nectar,150,0.3,39.4,0.062,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
blackberry juice,95,0.8,19.5,1.5,19.3,Contains nutrition,Depends on quantity,Maintain balanced diet
lemon juice,54,0.9,16.6,0.6,6.1,Contains nutrition,Depends on quantity,Maintain balanced diet
cranberry grape juice,137,0.5,34.3,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
citrus fruit juice,114,0.8,28.3,0.057,20.2,Contains nutrition,Depends on quantity,Maintain balanced diet
prune juice,182,1.6,44.7,0.006,42.1,Contains nutrition,Depends on quantity,Maintain balanced diet
guanabana nectar,148,0.3,37.5,0.4,32.8,Contains nutrition,Depends on quantity,Maintain balanced diet
fruit juice,108,0.3,26.3,0.1,24.2,Contains nutrition,Depends on quantity,Maintain balanced diet
horchata,15,0.1,3.3,0.2,2.6,Contains nutrition,Depends on quantity,Maintain balanced diet
fruit punch,98,0.2,24.4,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
apricot nectar,139,0.9,35.7,0.2,34.2,Contains nutrition,Depends on quantity,Maintain balanced diet
orangensaft ja,86,0.0,1.4,0.0,0.024,Contains nutrition,Depends on quantity,Maintain balanced diet
fruchtcocktail granini,102,0.0,1.0,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
peach nectar,125,0.5,29.7,1.3,27.8,Contains nutrition,Depends on quantity,Maintain balanced diet
orange pineapple juice,15,0.1,3.6,0.08,3.1,Contains nutrition,Depends on quantity,Maintain balanced diet
cranberry juice,92,0.8,24.4,0.3,24.2,Contains nutrition,Depends on quantity,Maintain balanced diet
white grapefruit juice,96,1.2,22.7,0.2,22.5,Contains nutrition,Depends on quantity,Maintain balanced diet
mango nectar,128,0.3,32.9,0.2,31.2,Contains nutrition,Depends on quantity,Maintain balanced diet
acerola cherry juice,56,1.0,11.6,0.7,10.9,Contains nutrition,Depends on quantity,Maintain balanced diet
apple juice concentrate,350,1.1,86.5,0.8,81.9,Contains nutrition,Depends on quantity,Maintain balanced diet
papaya nectar,143,0.4,36.3,0.4,34.8,Contains nutrition,Depends on quantity,Maintain balanced diet
apple juice martinellis,122,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
lime juice,61,1.0,20.4,0.2,4.1,Contains nutrition,Depends on quantity,Maintain balanced diet
grape juice,152,0.9,37.4,0.3,35.9,Contains nutrition,Depends on quantity,Maintain balanced diet
water dannon,0,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tap water,0,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
table water,0,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fruit flavored water,52,0.0,13.0,0.0,13.0,Contains nutrition,Depends on quantity,Maintain balanced diet
water,0,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cola light coca cola,0,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
lemon lime soda,151,0.3,38.4,0.0,37.6,Contains nutrition,Depends on quantity,Maintain balanced diet
tonic water,114,0.0,29.6,0.0,29.6,Contains nutrition,Depends on quantity,Maintain balanced diet
lemonade low calorie,7,0.092,1.6,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
ginger ale,68,0.0,17.5,0.0,17.4,Contains nutrition,Depends on quantity,Maintain balanced diet
ice tea lemon flavor nestle,88,0.0,22.3,0.0,22.3,Contains nutrition,Depends on quantity,Maintain balanced diet
sprite coca cola,80,0.1,20.3,0.063,18.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cola coca cola,151,0.0,38.9,0.0,38.9,Contains nutrition,Depends on quantity,Maintain balanced diet
cola,74,0.1,19.1,0.07,17.9,Contains nutrition,Depends on quantity,Maintain balanced diet
cream soda,252,0.0,65.7,0.0,65.7,Contains nutrition,Depends on quantity,Maintain balanced diet
club soda,0,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pink lemonade,86,0.1,21.6,0.3,20.6,Contains nutrition,Depends on quantity,Maintain balanced diet
grape soda,160,0.0,41.7,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cola without caffeine coca cola,151,0.0,38.9,0.0,38.9,Contains nutrition,Depends on quantity,Maintain balanced diet
white lemonade,80,0.1,20.8,0.003,20.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate soda,207,0.0,52.6,0.0,52.6,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet tea lipton,130,0.0,35.0,0.0,35.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hibiscus tea,74,0.9,14.8,1.3,12.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant lemon tea,2,0.1,0.3,0.0,0.047,Contains nutrition,Depends on quantity,Maintain balanced diet
pesca tea santal,116,0.0,0.0,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant lemon tea sweetened,91,0.071,22.3,0.2,21.6,Contains nutrition,Depends on quantity,Maintain balanced diet
tea with milk and sugar yorkshire,15,0.0,0.4,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tea blueberry muffin tekanne,4,0.0,0.4,0.2,0.007,Contains nutrition,Depends on quantity,Maintain balanced diet
chamomile tea,2,0.0,0.4,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
black tea,2,0.0,0.7,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
herb tea,2,0.0,0.4,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
clam tomato juice,80,1.0,18.2,0.3,5.5,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato juice,41,2.1,8.6,0.7,6.3,Contains nutrition,Depends on quantity,Maintain balanced diet
vegetable juice,53,1.5,11.1,0.2,7.9,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato vegetable juice,53,1.5,11.1,0.2,9.2,Contains nutrition,Depends on quantity,Maintain balanced diet
carrot juice,80,1.9,18.6,0.3,7.8,Contains nutrition,Depends on quantity,Maintain balanced diet
acorn dried,144,2.3,15.2,8.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fenugreek seeds,36,2.6,6.5,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
peanut topping mcdonalds,181,7.9,4.6,15.0,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
beechnuts dried,173,1.9,10.1,15.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
breadnut tree seeds raw,61,1.7,13.1,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cumin seeds,8,0.4,0.9,0.5,0.063,Contains nutrition,Depends on quantity,Maintain balanced diet
pili nuts dried,863,13.0,4.8,95.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hazelnuts roasted,194,4.5,5.3,18.7,1.5,Contains nutrition,Depends on quantity,Maintain balanced diet
lupins cooked,193,25.8,15.4,4.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hazelnuts blanched,178,3.9,4.8,17.3,1.0,Contains nutrition,Depends on quantity,Maintain balanced diet
brazilnuts dried,33,0.7,0.6,3.3,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
sunflower seeds dry roasted,47,1.5,1.9,4.0,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
ginkgo nuts canned,172,3.5,34.3,2.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
peanuts cooked,572,24.3,38.3,39.6,4.4,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin squash seeds dried,721,39.0,13.8,63.3,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
cashew nuts raw,156,5.2,8.5,12.4,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
sunflower seeds dried,269,9.6,9.2,23.7,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
lotus seeds dried,106,4.9,20.6,0.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
butternuts dried,734,29.9,14.5,68.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sesame seeds dried,52,1.6,2.1,4.5,0.031,Contains nutrition,Depends on quantity,Maintain balanced diet
breadfruit seeds,57,2.2,8.8,1.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pinyon pine nuts dried,1,0.083,0.01,0.073,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pine nuts dried,909,18.5,17.7,92.3,4.8,Contains nutrition,Depends on quantity,Maintain balanced diet
flaxseeds,55,1.9,3.0,4.3,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
safflower seed kernels dried,146,4.6,9.7,10.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pistachio nuts raw,691,24.9,33.8,55.8,9.4,Contains nutrition,Depends on quantity,Maintain balanced diet
peanuts raw,828,37.7,23.5,71.9,5.8,Contains nutrition,Depends on quantity,Maintain balanced diet
poppy seeds,46,1.6,2.5,3.7,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
valencia peanuts raw,832,36.6,30.5,69.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
spanish peanuts,832,38.2,23.1,72.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
dill seeds,20,1.1,3.6,1.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
caraway seeds,22,1.3,3.3,1.0,0.038,Contains nutrition,Depends on quantity,Maintain balanced diet
acorn raw,110,1.7,11.5,6.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
almonds roasted,182,6.4,5.3,16.6,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
lotus seeds raw,25,1.2,4.9,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chestnuts cooked,37,0.6,7.9,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
alfalfa seeds,1,0.1,0.002,0.075,0.058,Contains nutrition,Depends on quantity,Maintain balanced diet
virginia peanuts roasted,173,7.8,6.0,14.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hazelnuts raw,471,11.2,12.5,45.6,3.3,Contains nutrition,Depends on quantity,Maintain balanced diet
anise seeds,7,0.4,1.1,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
macadamia nuts roasted,215,2.3,4.0,22.8,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
studentenfutter alnatura,139,3.1,13.2,7.8,11.7,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin squash seeds roasted,46,2.4,1.2,3.9,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
water chestnut raw,120,1.7,29.7,0.1,6.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chestnuts roasted,37,0.5,7.9,0.3,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
ginkgo nuts raw,52,1.2,10.6,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
almonds raw,9,0.3,0.3,0.7,0.026,Contains nutrition,Depends on quantity,Maintain balanced diet
peanuts roasted,180,8.4,4.6,15.8,1.3,Contains nutrition,Depends on quantity,Maintain balanced diet
sunflower seeds toasted,829,23.1,27.6,76.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sisymbrium seeds,235,9.0,43.1,3.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
breadnut tree seeds dried,587,13.8,127.0,2.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pecans raw,753,10.0,15.1,78.4,4.3,Contains nutrition,Depends on quantity,Maintain balanced diet
chia seeds dried,138,4.7,11.9,8.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
japanese chestnuts roasted,57,0.8,12.8,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sesame seeds toasted,45,1.4,2.1,3.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cashew nuts roasted,174,5.1,9.0,14.3,1.5,Contains nutrition,Depends on quantity,Maintain balanced diet
lupins raw,668,65.1,72.7,17.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mustard seeds ground,10,0.5,0.6,0.7,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
mixed nuts roasted,178,5.2,7.6,15.4,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
salat mix alestro,61,0.0,2.4,5.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chestnuts raw,309,3.5,66.0,3.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pistachio nuts roasted,172,6.3,8.5,13.7,2.3,Contains nutrition,Depends on quantity,Maintain balanced diet
walnut,33,0.8,0.7,3.3,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
celery seeds,25,1.2,2.7,1.6,0.078,Contains nutrition,Depends on quantity,Maintain balanced diet
hickorynuts dried,788,15.3,21.9,77.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
spanish peanuts roasted,851,41.2,25.7,72.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
woca seeds dried,102,2.2,22.6,0.3,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
pecans roasted,215,2.8,3.9,22.6,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
fennel seeds,7,0.3,1.0,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chinese chestnuts roasted,68,1.3,14.8,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
watermelon seed kernels dried,602,30.6,16.5,51.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
macadamia nuts raw,38,0.4,0.7,4.0,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
pectin,163,0.2,45.2,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
black walnut dried,31,1.2,0.5,3.0,0.018,Contains nutrition,Depends on quantity,Maintain balanced diet
water chestnut canned,70,1.2,17.2,0.015,3.4,Contains nutrition,Depends on quantity,Maintain balanced diet
